lat,lon,currentSpeed,freeFlowSpeed,currentTravelTime,freeFlowTravelTime,confidence
28.783999999999992,77.13599999999997,69,69,1072,1072,1.0
28.783999999999992,77.15599999999996,36,36,1315,1315,1.0
28.783999999999992,77.17599999999996,36,36,1315,1315,1.0
28.783999999999992,77.19599999999996,36,36,1315,1315,1.0
28.783999999999992,77.21599999999995,35,35,1353,1353,1.0
28.783999999999992,77.23599999999995,33,44,2346,1759,0.955988
28.783999999999992,77.25599999999994,33,33,276,276,1.0
28.783999999999992,77.27599999999994,33,44,2346,1759,0.955988
28.783999999999992,77.29599999999994,22,22,1062,1062,1.0
28.783999999999992,77.31599999999993,29,29,1076,1076,1.0
28.783999999999992,77.33599999999993,41,47,1825,1592,0.771236
28.783999999999992,77.35599999999992,36,36,2108,2108,1.0
28.783999999999992,77.37599999999992,49,49,1573,1573,1.0
28.80399999999999,76.936,44,44,559,559,1.0
28.80399999999999,76.956,49,49,1586,1586,1.0
28.80399999999999,76.976,38,38,455,455,1.0
28.80399999999999,76.996,37,37,467,467,1.0
28.80399999999999,77.01599999999999,42,42,1730,1730,1.0
28.80399999999999,77.03599999999999,37,37,709,709,1.0
28.80399999999999,77.05599999999998,23,23,1634,1634,0.507102
28.80399999999999,77.07599999999998,51,51,707,707,1.0
28.80399999999999,77.09599999999998,22,28,2173,1707,0.750986
28.80399999999999,77.11599999999997,42,42,431,431,1.0
28.80399999999999,77.13599999999997,31,31,982,982,1.0
28.80399999999999,77.15599999999996,33,41,439,353,0.974691
28.80399999999999,77.17599999999996,28,33,1479,1255,0.959037
28.80399999999999,77.19599999999996,35,35,855,855,1.0
28.80399999999999,77.21599999999995,36,36,1097,1097,1.0
28.80399999999999,77.23599999999995,33,44,2346,1759,0.955988
28.80399999999999,77.25599999999994,33,44,2346,1759,0.955988
28.80399999999999,77.27599999999994,36,43,2014,1686,0.951098
28.80399999999999,77.29599999999994,36,43,2014,1686,0.951098
28.80399999999999,77.31599999999993,29,29,1076,1076,1.0
28.80399999999999,77.33599999999993,34,34,1974,1974,1.0
28.80399999999999,77.35599999999992,41,47,1825,1592,0.771236
28.80399999999999,77.37599999999992,49,49,1573,1573,1.0
28.82399999999999,76.936,88,88,1093,1093,1.0
28.82399999999999,76.956,49,49,1586,1586,1.0
28.82399999999999,76.976,42,42,1730,1730,1.0
28.82399999999999,76.996,49,49,1586,1586,1.0
28.82399999999999,77.01599999999999,75,75,816,816,1.0
28.82399999999999,77.03599999999999,54,54,891,891,1.0
28.82399999999999,77.05599999999998,37,37,709,709,1.0
28.82399999999999,77.07599999999998,54,54,430,430,1.0
28.82399999999999,77.09599999999998,27,34,1603,1272,0.833382
